sentence_id,words,tags
20849,Eve,I-eve
20849,",",O
20849,raising,O
20849,the,O
20849,death,O
20849,toll,O
20849,to,O
20849,nine,O
20849,people,O
20849,.,O
20850,There,O
20850,are,O
20850,unconfirmed,O
20850,reports,O
20850,that,O
20850,the,O
20850,dead,O
20850,were,O
20850,all,O
20850,members,O
20850,of,O
20850,the,O
20850,same,O
20850,family,O
20850,.,O
20851,Meanwhile,O
20851,",",O
20851,the,O
20851,wounded,O
20851,were,O
20851,being,O
20851,treated,O
20851,at,O
20851,Baghdad,B-geo
20851,hospitals,O
20851,.,O
20852,Many,O
20852,of,O
20852,them,O
20852,suffered,O
20852,severe,O
20852,burns,O
20852,in,O
20852,the,O
20852,gas,O
20852,tanker,O
20852,explosion,O
20852,.,O
20853,Friday,B-tim
20853,'s,O
20853,attack,O
20853,further,O
20853,unnerved,O
20853,Christians,O
20853,living,O
20853,in,O
20853,the,O
20853,capital,O
20853,",",O
20853,as,O
20853,many,O
20853,of,O
20853,them,O
20853,did,O
20853,not,O
20853,venture,O
20853,out,O
20853,to,O
20853,subdued,O
20853,Christmas,B-per
20853,services,O
20853,this,O
20853,Saturday,B-tim
20853,morning,I-tim
20853,.,O
20854,In,O
20854,the,O
20854,Shi'ite,O
20854,holy,O
20854,city,O
20854,of,O
20854,Najaf,B-geo
20854,",",O
20854,the,O
20854,governor,O
20854,said,O
20854,police,O
20854,have,O
20854,arrested,O
20854,a,O
20854,group,O
20854,of,O
20854,men,O
20854,suspected,O
20854,of,O
20854,having,O
20854,organized,O
20854,Sunday,B-tim
20854,'s,O
20854,attack,O
20854,in,O
20854,Najaf,B-geo
20854,that,O
20854,killed,O
20854,52,O
20854,pilgrims,O
20854,.,O
20855,He,O
20855,said,O
20855,an,O
20855,announcement,O
20855,would,O
20855,be,O
20855,made,O
20855,in,O
20855,Baghdad,B-geo
20855,next,O
20855,week,O
20855,.,O
20856,His,O
20856,lawyers,O
20856,argue,O
20856,that,O
20856,the,O
20856,books,O
20856,are,O
20856,evidence,O
20856,that,O
20856,Williams,B-per
20856,has,O
20856,turned,O
20856,his,O
20856,life,O
20856,around,O
20856,during,O
20856,his,B-tim
20856,24,I-tim
20856,years,O
20856,in,B-tim
20856,prison,I-tim
20856,.,O
20857,China,B-geo
20857,says,O
20857,it,O
20857,will,O
20857,accept,O
20857,bids,O
20857,next,O
20857,week,O
20857,from,O
20857,three,O
20857,international,O
20857,firms,O
20857,to,O
20857,design,O
20857,and,O
20857,build,O
20857,four,O
20857,nuclear,O
20857,reactors,O
20857,.,O
20858,U.S.-based,B-per
20858,Westinghouse,I-per
20858,",",O
20858,along,O
20858,with,O
20858,companies,O
20858,from,O
20858,France,B-geo
20858,and,O
20858,Russia,B-geo
20858,",",O
20858,will,O
20858,submit,O
20858,bids,O
20858,to,O
20858,build,O
20858,the,O
20858,reactors,O
20858,in,O
20858,China,B-geo
20858,'s,O
20858,eastern,O
20858,province,O
20858,of,O
20858,Zhejiang,B-geo
20858,and,O
20858,the,O
20858,southern,O
20858,province,O
20858,of,O
20858,Guangdong,B-geo
20858,.,O
20859,Westinghouse,B-per
20859,'s,O
20859,efforts,O
20859,got,O
20859,a,O
20859,boost,O
20859,last,O
20859,week,O
20859,when,O
20859,the,O
20859,U.S.,B-org
20859,Export-Import,I-org
20859,Bank,I-org
20859,approved,O
20859,nearly,O
20859,five,B-tim
20859,billion,O
20859,dollars,O
20859,to,O
20859,help,O
20859,finance,O
20859,the,O
20859,project,O
20859,.,O
20860,This,O
20860,is,O
20860,the,O
20860,first,O
20860,time,O
20860,a,O
20860,U.S.,B-geo
20860,firm,O
20860,has,O
20860,competed,O
20860,for,O
20860,a,O
20860,nuclear,O
20860,project,O
20860,in,O
20860,China,B-geo
20860,.,O
20861,China,B-geo
20861,is,O
20861,seeking,O
20861,to,O
20861,boost,O
20861,its,O
20861,nuclear,O
20861,power,O
20861,program,O
20861,as,O
20861,part,O
20861,of,O
20861,an,O
20861,overall,O
20861,effort,O
20861,to,O
20861,meet,O
20861,its,O
20861,growing,O
20861,energy,O
20861,demands,O
20861,.,O
20862,It,O
20862,already,O
20862,has,O
20862,nine,O
20862,nuclear,O
20862,power,O
20862,plants,O
20862,in,O
20862,operation,O
20862,.,O
20863,London,B-geo
20863,police,O
20863,chief,O
20863,Ian,B-per
20863,Blair,I-per
20863,says,O
20863,police,O
20863,have,O
20863,made,O
20863,what,O
20863,he,O
20863,calls,O
20863,"""",O
20863,significant,O
20863,"""",O
20863,progress,O
20863,in,O
20863,its,O
20863,investigation,O
20863,into,O
20863,last,O
20863,week,O
20863,'s,O
20863,failed,O
20863,London,B-geo
20863,subway,O
20863,bombings,O
20863,.,O
20865,They,O
20865,have,O
20865,also,O
20865,seized,O
20865,a,O
20865,suspicious,O
20865,car,O
20865,parked,O
20865,near,O
20865,the,O
20865,apartment,O
20865,.,O
20866,The,O
20866,suspects,O
20866,fled,O
20866,from,O
20866,three,O
20866,London,B-geo
20866,subway,O
20866,stations,O
20866,and,O
20866,a,O
20866,bus,O
20866,when,O
20866,their,O
20866,bombs,O
20866,failed,O
20866,to,O
20866,explode,O
20866,on,O
20866,July,B-tim
20866,21st,I-tim
20866,.,O
20867,Williams,B-per
20867,has,O
20867,apologized,O
20867,for,O
20867,his,O
20867,gang,O
20867,activity,O
20867,",",O
20867,but,O
20867,denies,O
20867,committing,O
20867,the,O
20867,1979,B-tim
20867,murders,O
20867,.,O
20868,Police,O
20868,have,O
20868,identified,O
20868,two,O
20868,of,O
20868,the,O
20868,suspects,O
20868,as,O
20868,a,O
20868,British,B-gpe
20868,citizen,O
20868,from,O
20868,Eritrea,B-geo
20868,and,O
20868,a,O
20868,Somali,B-gpe
20868,living,O
20868,legally,O
20868,in,O
20868,Britain,B-geo
20868,.,O
20869,Authorities,O
20869,are,O
20869,looking,O
20869,for,O
20869,a,O
20869,link,O
20869,between,O
20869,the,O
20869,July,B-tim
20869,21,I-tim
20869,attack,O
20869,and,O
20869,the,O
20869,July,B-tim
20869,7,I-tim
20869,London,B-geo
20869,suicide,O
20869,bombings,O
20869,that,O
20869,killed,O
20869,56,O
20869,people,O
20869,.,O
20872,The,O
20872,law,O
20872,to,O
20872,allow,O
20872,opposition,O
20872,leaders,O
20872,to,O
20872,run,O
20872,for,O
20872,president,O
20872,has,O
20872,been,O
20872,a,O
20872,key,O
20872,demand,O
20872,among,O
20872,those,O
20872,who,O
20872,want,O
20872,former,O
20872,prime,O
20872,minister,O
20872,and,O
20872,opposition,O
20872,leader,O
20872,Alassane,B-per
20872,Ouattara,I-per
20872,to,O
20872,make,O
20872,a,O
20872,bid,O
20872,for,O
20872,the,O
20872,presidency,O
20872,.,O
20873,It,O
20873,is,O
20873,designed,O
20873,to,O
20873,end,O
20873,a,O
20873,ban,O
20873,on,O
20873,Ivorians,B-gpe
20873,with,O
20873,foreign,O
20873,parents,O
20873,from,O
20873,running,O
20873,as,O
20873,presidential,O
20873,candidates,O
20873,.,O
20874,U.S.,B-geo
20874,lawmakers,O
20874,have,O
20874,approved,O
20874,an,O
20874,addition,O
20874,$,O
20874,2,O
20874,billion,O
20874,to,O
20874,fund,O
20874,an,O
20874,immensely,O
20874,popular,O
20874,car,O
20874,trade-in,O
20874,program,O
20874,known,O
20874,as,O
20874,"""",O
20874,cash,O
20874,for,O
20874,clunkers,O
20874,.,O
20874,"""",O
20875,The,B-org
20875,House,I-org
20875,of,I-org
20875,Representatives,I-org
20875,rushed,O
20875,a,O
20875,bill,O
20875,forward,O
20875,Friday,B-tim
20875,to,O
20875,replenish,O
20875,funding,O
20875,for,O
20875,the,O
20875,program,O
20875,",",O
20875,which,O
20875,nearly,O
20875,exhausted,O
20875,its,O
20875,initial,O
20875,$,O
20875,1,O
20875,billion,O
20875,funding,O
20875,limit,O
20875,within,O
20875,a,O
20875,matter,O
20875,of,O
20875,days,O
20875,.,O
20876,President,B-per
20876,Barack,I-per
20876,Obama,I-per
20876,praised,O
20876,lawmakers,O
20876,for,O
20876,working,O
20876,quickly,O
20876,to,O
20876,pass,O
20876,the,O
20876,bill,O
20876,.,O
20877,His,O
20877,administration,O
20877,had,O
20877,promised,O
20877,to,O
20877,extend,O
20877,the,O
20877,initiative,O
20877,.,O
20878,In,O
20878,an,O
20878,earlier,O
20878,appeal,O
20878,",",O
20878,the,O
20878,California,B-geo
20878,high,O
20878,court,O
20878,upheld,O
20878,Williams,B-per
20878,',O
20878,conviction,O
20878,.,O
20879,The,O
20879,legislation,O
20879,still,O
20879,has,O
20879,to,O
20879,be,O
20879,approved,O
20879,by,O
20879,the,O
20879,Senate,B-org
20879,",",O
20879,which,O
20879,is,O
20879,likely,O
20879,to,O
20879,vote,O
20879,next,O
20879,week,O
20879,.,O
20881,The,O
20881,government,O
20881,launched,O
20881,the,O
20881,program,O
20881,one,B-tim
20881,week,O
20881,ago,O
20881,to,O
20881,boost,O
20881,U.S.,B-geo
20881,auto,O
20881,sales,O
20881,and,O
20881,to,O
20881,improve,O
20881,the,O
20881,fuel,O
20881,economy,O
20881,of,O
20881,vehicles,O
20881,on,O
20881,the,O
20881,road,O
20881,.,O
20882,It,O
20882,was,O
20882,scheduled,O
20882,to,O
20882,run,O
20882,through,B-tim
20882,November,I-tim
20882,1,I-tim
20882,.,O
20883,Thai,B-gpe
20883,police,O
20883,say,O
20883,at,O
20883,least,O
20883,18,O
20883,bombs,O
20883,have,O
20883,exploded,O
20883,at,O
20883,banks,O
20883,in,O
20883,the,O
20883,restive,O
20883,southern,O
20883,province,O
20883,of,O
20883,Yala,B-geo
20883,",",O
20883,killing,O
20883,at,O
20883,least,O
20883,one,O
20883,person,O
20883,and,O
20883,wounding,O
20883,several,O
20883,others,O
20883,.,O
20884,Officials,O
20884,suspect,O
20884,militants,O
20884,detonated,O
20884,the,O
20884,bombs,O
20884,",",O
20884,which,O
20884,exploded,O
20884,Thursday,B-tim
20884,at,O
20884,or,O
20884,near,O
20884,commercial,O
20884,banks,O
20884,in,O
20884,Yala,B-geo
20884,'s,O
20884,provincial,O
20884,capital,O
20884,and,O
20884,nearby,O
20884,districts,O
20884,.,O
20885,Islamist,O
20885,insurgents,O
20885,have,O
20885,staged,O
20885,a,O
20885,lengthy,O
20885,series,O
20885,of,O
20885,attacks,O
20885,in,O
20885,Yala,B-geo
20885,and,O
20885,two,O
20885,other,O
20885,Muslim-majority,O
20885,provinces,O
20885,in,O
20885,southern,O
20885,Thailand,B-geo
20885,",",O
20885,Narathiwat,B-geo
20885,and,O
20885,Pattani,B-geo
20885,",",O
20885,since,B-tim
20885,January,I-tim
20885,2004,I-tim
20885,.,O
20887,More,O
20887,than,O
20887,"1,400",O
20887,people,O
20887,have,O
20887,been,O
20887,killed,O
20887,since,O
20887,the,O
20887,insurgency,O
20887,erupted,O
20887,.,O
20888,Egyptian,B-gpe
20888,police,O
20888,say,O
20888,they,O
20888,have,O
20888,killed,O
20888,one,O
20888,of,O
20888,the,O
20888,main,O
20888,suspects,O
20888,in,O
20888,the,O
20888,recent,O
20888,bombings,O
20888,at,O
20888,Egypt,B-org
20888,'s,I-org
20888,Red,I-org
20888,Sea,I-org
20888,resort,I-org
20888,of,I-org
20888,Sharm,I-org
20888,el-Sheikh,I-org
20888,.,O
20890,Mr.,B-per
20890,Schwarzenegger,B-org
20890,'s,O
20890,decision,O
20890,on,O
20890,clemency,O
20890,is,O
20890,expected,O
20890,Monday,B-tim
20890,.,O
20892,The,O
20892,July,B-tim
20892,23,I-tim
20892,bombings,O
20892,at,O
20892,Sharm,B-org
20892,el-Sheikh,I-org
20892,killed,O
20892,at,O
20892,least,O
20892,64,O
20892,people,O
20892,.,O
20893,The,O
20893,suspect,O
20893,was,O
20893,also,O
20893,being,O
20893,tried,O
20893,in,O
20893,his,O
20893,absence,O
20893,for,O
20893,his,O
20893,alleged,O
20893,role,O
20893,in,O
20893,similar,O
20893,bomb,O
20893,attacks,O
20893,last,O
20893,October,B-tim
20893,in,O
20893,the,O
20893,Egyptian,B-gpe
20893,resort,O
20893,town,O
20893,of,O
20893,Taba,B-geo
20893,.,O
20894,Austrian,B-gpe
20894,prosecutors,O
20894,say,O
20894,the,O
20894,three-year,O
20894,prison,O
20894,term,O
20894,of,O
20894,a,O
20894,British,B-gpe
20894,historian,O
20894,convicted,O
20894,of,O
20894,denying,O
20894,the,O
20894,Nazi,B-org
20894,Holocaust,I-org
20894,is,O
20894,too,O
20894,light,O
20894,and,O
20894,have,O
20894,appealed,O
20894,the,O
20894,ruling,O
20894,.,O
20895,A,O
20895,spokesman,O
20895,for,O
20895,the,O
20895,Vienna,B-geo
20895,prosecutor,O
20895,'s,O
20895,office,O
20895,",",O
20895,Walter,B-per
20895,Geyer,I-per
20895,",",O
20895,announced,O
20895,the,O
20895,appeal,O
20895,of,O
20895,the,O
20895,sentence,O
20895,of,O
20895,David,B-per
20895,Irving,I-per
20895,.,O
20897,He,O
20897,told,O
20897,the,O
20897,judge,O
20897,that,O
20897,he,O
20897,had,O
20897,abandoned,O
20897,those,O
20897,views,O
20897,after,O
20897,finding,O
20897,documents,O
20897,by,O
20897,the,O
20897,chief,O
20897,planner,O
20897,of,O
20897,the,O
20897,Jewish,O
20897,genocide,O
20897,",",O
20897,Adolf,B-per
20897,Eichmann,I-per
20897,.,O
20898,The,O
20898,chief,O
20898,judge,O
20898,",",O
20898,however,O
20898,",",O
20898,said,O
20898,he,O
20898,did,O
20898,not,O
20898,believe,O
20898,Irving,B-per
20898,was,O
20898,sincere,O
20898,.,O
20899,The,O
20899,British,B-gpe
20899,historian,O
20899,also,O
20899,has,O
20899,said,O
20899,he,O
20899,plans,O
20899,to,O
20899,appeal,O
20899,the,O
20899,sentence,O
20899,.,O
20900,Irving,B-per
20900,has,O
20900,written,O
20900,books,O
20900,calling,O
20900,Nazi,O
20900,concentration,O
20900,camp,O
20900,gas,O
20900,chambers,O
20900,a,O
20900,hoax,O
20900,",",O
20900,and,O
20900,he,O
20900,has,O
20900,said,O
20900,that,O
20900,Nazi,B-org
20900,forces,O
20900,killed,O
20900,far,O
20900,fewer,O
20900,than,O
20900,the,O
20900,estimated,O
20900,six,O
20900,million,O
20900,Jews,O
20900,.,O
20901,In,O
20901,two,O
20901,other,O
20901,death,O
20901,penalty,O
20901,cases,O
20901,he,O
20901,has,O
20901,refused,O
20901,clemency,O
20901,appeals,O
20901,.,O
20902,Iraqi,B-gpe
20902,Prime,B-per
20902,Minister,O
20902,Ibrahim,B-per
20902,al-Jaafari,I-per
20902,toured,O
20902,the,O
20902,embattled,O
20902,city,O
20902,of,O
20902,Tal,B-org
20902,Afar,I-org
20902,Monday,B-tim
20902,",",O
20902,where,O
20902,Iraqi,B-gpe
20902,forces,O
20902,backed,O
20902,by,O
20902,U.S.,B-geo
20902,troops,O
20902,are,O
20902,trying,O
20902,to,O
20902,drive,O
20902,insurgents,O
20902,from,O
20902,their,O
20902,northern,O
20902,stronghold,O
20902,.,O
20903,The,O
20903,prime,O
20903,minister,O
20903,'s,O
20903,office,O
20903,confirmed,O
20903,the,O
20903,visit,O
20903,",",O
20903,which,O
20903,came,O
20903,despite,O
20903,insurgent,O
20903,threats,O
20903,to,O
20903,counter-attack,O
20903,coalition,O
20903,forces,O
20903,in,O
20903,the,O
20903,city,O
20903,with,O
20903,chemical,O
20903,weapons,O
20903,.,O
20904,Some,O
20904,insurgent,O
20904,positions,O
20904,were,O
20904,found,O
20904,deserted,O
20904,Sunday,B-tim
20904,",",O
20904,as,O
20904,"5,000",O
20904,Iraqi,B-gpe
20904,soldiers,O
20904,and,O
20904,"3,500",O
20904,U.S.,B-geo
20904,armored,O
20904,cavalry,O
20904,troops,O
20904,pushed,O
20904,into,O
20904,the,O
20904,near-empty,O
20904,city,O
20904,.,O
20905,U.S.,B-geo
20905,authorities,O
20905,say,O
20905,they,O
20905,suspect,O
20905,many,O
20905,insurgents,O
20905,escaped,O
20905,the,O
20905,fighting,O
20905,through,O
20905,a,O
20905,network,O
20905,of,O
20905,tunnels,O
20905,found,O
20905,beneath,O
20905,the,O
20905,city,O
20905,on,O
20905,Sunday,B-tim
20905,.,O
20906,In,O
20906,Baghdad,B-geo
20906,today,B-tim
20906,",",O
20906,the,O
20906,Iraqi,B-gpe
20906,Defense,B-org
20906,Ministry,I-org
20906,said,O
20906,157,O
20906,insurgents,O
20906,have,O
20906,been,O
20906,killed,O
20906,since,B-tim
20906,Sunday,I-tim
20906,.,O
20907,The,O
20907,U.S.,B-geo
20907,military,O
20907,reported,O
20907,141,O
20907,insurgent,O
20907,fatalities,O
20907,in,O
20907,the,O
20907,previous,B-tim
20907,24,I-tim
20907,hours,O
20907,.,O
20908,Reuters,B-org
20908,news,O
20908,agency,O
20908,quotes,O
20908,a,O
20908,Defense,B-org
20908,Ministry,I-org
20908,spokesman,O
20908,as,O
20908,saying,O
20908,the,O
20908,operation,O
20908,should,O
20908,be,O
20908,completed,O
20908,by,O
20908,Thursday,B-tim
20908,.,O
20909,The,O
20909,White,B-org
20909,House,I-org
20909,says,O
20909,Florida,B-per
20909,Governor,I-per
20909,and,O
20909,President,B-per
20909,Bush,I-per
20909,'s,O
20909,brother,O
20909,Jeb,B-per
20909,will,O
20909,lead,O
20909,a,O
20909,delegation,O
20909,to,O
20909,Haiti,B-geo
20909,for,O
20909,Sunday,B-tim
20909,'s,O
20909,inauguration,O
20909,of,O
20909,incoming,O
20909,Haitian,B-gpe
20909,President,B-per
20909,René,I-per
20909,Préval,I-per
20909,.,O
20910,A,O
20910,statement,O
20910,issued,O
20910,Monday,B-tim
20910,said,O
20910,U.S.,B-org
20910,Ambassador,I-org
20910,to,O
20910,Haiti,B-geo
20910,Janet,B-per
20910,Ann,I-per
20910,Sanderson,I-per
20910,and,O
20910,M.,B-per
20911,Rony,B-per
20911,Francois,I-per
20911,",",O
20911,Secretary,O
20911,of,O
20911,the,O
20911,Florida,B-geo
20911,Department,B-org
20911,of,I-org
20911,Health,I-org
20911,",",O
20911,also,O
20911,will,O
20911,comprise,O
20911,the,O
20911,presidential,O
20911,delegation,O
20911,announced,O
20911,by,O
20911,President,B-per
20911,Bush,I-per
20911,.,O
20912,Saturday,B-tim
20912,is,O
20912,the,O
20912,last,O
20912,day,O
20912,for,O
20912,Iran,B-geo
20912,'s,O
20912,presidential,O
20912,hopefuls,O
20912,to,O
20912,apply,O
20912,as,O
20912,candidates,O
20912,in,O
20912,the,O
20912,June,B-tim
20912,election,I-tim
20912,.,O
20913,The,O
20913,incoming,O
20913,Haitian,B-gpe
20913,leader,O
20913,won,O
20913,the,O
20913,presidency,O
20913,in,O
20913,February,B-tim
20913,",",O
20913,following,O
20913,a,O
20913,campaign,O
20913,of,O
20913,promises,O
20913,to,O
20913,improve,O
20913,social,O
20913,conditions,O
20913,and,O
20913,education,O
20913,for,O
20913,Haitians,B-gpe
20913,.,O
20914,The,O
20914,vote,O
20914,ushered,O
20914,in,O
20914,the,O
20914,first,O
20914,democratically,O
20914,elected,O
20914,government,O
20914,in,O
20914,Haiti,B-geo
20914,since,O
20914,the,O
20914,ouster,O
20914,of,O
20914,President,B-per
20914,Jean-Bertrand,I-per
20914,Aristide,I-per
20914,in,O
20914,2004,B-tim
20914,.,O
20915,Mr.,B-per
20915,Préval,I-per
20915,first,O
20915,held,O
20915,the,O
20915,presidency,O
20915,from,B-tim
20915,1996,I-tim
20915,to,I-tim
20915,2001,I-tim
20915,.,O
20917,Army,B-org
20917,General,I-org
20917,David,B-per
20917,Petraeus,I-per
20917,reminded,O
20917,American,B-gpe
20917,forces,O
20917,in,O
20917,an,O
20917,open,O
20917,letter,O
20917,dated,O
20917,Thursday,B-tim
20917,they,O
20917,had,O
20917,to,O
20917,convince,O
20917,Iraqis,B-gpe
20917,that,O
20917,"""",O
20917,we,O
20917,-,O
20917,not,O
20917,our,O
20917,enemies,O
20917,-,O
20917,occupy,O
20917,the,O
20917,high,O
20917,moral,O
20917,ground,O
20917,.,O
20917,"""",O
20919,Many,O
20919,also,O
20919,said,O
20919,they,O
20919,would,O
20919,not,O
20919,report,O
20919,a,O
20919,fellow,O
20919,serviceman,O
20919,for,O
20919,killing,O
20919,or,O
20919,injuring,O
20919,an,O
20919,Iraqi,B-gpe
20919,civilian,O
20919,.,O
20920,The,O
20920,general,O
20920,says,O
20920,that,O
20920,while,O
20920,seeing,O
20920,a,O
20920,fellow,O
20920,trooper,O
20920,killed,O
20920,can,O
20920,lead,O
20920,to,O
20920,anger,O
20920,and,O
20920,a,O
20920,need,O
20920,for,O
20920,revenge,O
20920,",",O
20920,torture,O
20920,is,O
20920,"""",O
20920,neither,O
20920,useful,O
20920,nor,O
20920,necessary,O
20920,.,O
20920,"""",O
20921,Congo,B-geo
20921,'s,O
20921,President,B-per
20921,Joseph,I-per
20921,Kabila,I-per
20921,has,O
20921,suspended,O
20921,six,O
20921,government,O
20921,ministers,O
20921,accused,O
20921,of,O
20921,embezzling,O
20921,money,O
20921,through,O
20921,state-run,O
20921,companies,O
20921,.,O
20922,Mr.,B-per
20922,Kabila,I-per
20922,says,O
20922,the,O
20922,sanctions,O
20922,target,O
20922,the,O
20922,ministers,O
20922,of,O
20922,energy,O
20922,",",O
20922,transport,O
20922,and,O
20922,communications,O
20922,",",O
20922,higher,O
20922,education,O
20922,",",O
20922,public,O
20922,works,O
20922,and,O
20922,infrastructure,O
20922,",",O
20922,mining,O
20922,",",O
20922,and,O
20922,external,O
20922,trade,O
20922,.,O
20923,Applicants,O
20923,on,O
20923,the,O
20923,final,O
20923,day,O
20923,include,O
20923,former,O
20923,state,O
20923,broadcasting,O
20923,chief,O
20923,Ali,B-per
20923,Larijani,I-per
20923,",",O
20923,a,O
20923,conservative,O
20923,who,O
20923,once,O
20923,was,O
20923,an,O
20923,advisor,O
20923,to,O
20923,Supreme,B-org
20923,Leader,I-org
20923,Ayatollah,I-org
20923,Ali,I-org
20923,Khamenei,I-org
20923,.,O
20924,The,O
20924,government,O
20924,also,O
20924,suspended,O
20924,10,O
20924,top,O
20924,officials,O
20924,in,O
20924,state-run,O
20924,companies,O
20924,as,O
20924,part,O
20924,of,O
20924,an,O
20924,ongoing,O
20924,probe,O
20924,into,O
20924,corruption,O
20924,charges,O
20924,.,O
20925,Mr.,B-per
20925,Kabila,I-per
20925,'s,O
20925,transition,O
20925,government,O
20925,is,O
20925,struggling,O
20925,to,O
20925,rebuild,O
20925,the,O
20925,nation,O
20925,",",O
20925,following,O
20925,more,O
20925,than,O
20925,30,B-tim
20925,years,O
20925,of,O
20925,corrupt,O
20925,rule,O
20925,by,O
20925,former,O
20925,dictator,O
20925,Mobutu,B-org
20925,Sese,I-org
20925,Seko,I-org
20925,.,O
20926,Mobutu,B-org
20926,'s,O
20926,regime,O
20926,was,O
20926,accused,O
20926,of,O
20926,massive,O
20926,fraud,O
20926,and,O
20926,looting,O
20926,of,O
20926,funds,O
20926,through,O
20926,government,O
20926,offices,O
20926,and,O
20926,state,O
20926,mining,O
20926,companies,O
20926,.,O
20927,Officials,O
20927,in,O
20927,Afghanistan,B-geo
20927,say,O
20927,Taleban,B-org
20927,militants,O
20927,have,O
20927,beheaded,O
20927,four,O
20927,Afghan,B-gpe
20927,men,O
20927,.,O
20928,Authorities,O
20928,say,O
20928,the,O
20928,decapitated,O
20928,bodies,O
20928,were,O
20928,found,O
20928,in,O
20928,Shajoy,B-geo
20928,district,O
20928,of,O
20928,insurgent-hit,O
20928,Zabol,O
20928,province,O
20928,.,O
20930,The,O
20930,Taleban,B-org
20930,claimed,O
20930,responsibility,O
20930,",",O
20930,accusing,O
20930,the,O
20930,men,O
20930,of,O
20930,spying,O
20930,for,O
20930,the,O
20930,United,B-geo
20930,States,I-geo
20930,.,O
20934,Former,O
20934,foreign,O
20934,minister,O
20934,Ibrahim,B-per
20934,Yazdi,I-per
20934,also,O
20934,signed,O
20934,up,O
20934,for,O
20934,the,O
20934,ballot,O
20934,to,O
20934,elect,O
20934,a,O
20934,successor,O
20934,to,O
20934,President,B-per
20934,Mohammad,I-per
20934,Khatami,I-per
20934,.,O
20935,No,O
20935,casualties,O
20935,were,O
20935,reported,O
20935,.,O
20936,Late,O
20936,Thursday,B-tim
20936,",",O
20936,coalition,O
20936,leaders,O
20936,announced,O
20936,the,O
20936,deaths,O
20936,of,O
20936,14,O
20936,militants,O
20936,during,O
20936,the,O
20936,ongoing,O
20936,military,O
20936,offensive,O
20936,to,O
20936,flush,O
20936,out,O
20936,insurgents,O
20936,from,O
20936,southern,O
20936,Afghanistan,B-geo
20936,.,O
20937,The,O
20937,Taleban,B-org
20937,",",O
20937,whose,O
20937,government,O
20937,was,O
20937,toppled,O
20937,by,O
20937,a,O
20937,U.S.-led,O
20937,military,O
20937,coalition,O
20937,in,O
20937,late,O
20937,2001,B-tim
20937,",",O
20937,have,O
20937,been,O
20937,fighting,O
20937,against,O
20937,the,O
20937,new,O
20937,government,O
20937,.,O
20938,A,O
20938,suicide,O
20938,bomber,O
20938,in,O
20938,a,O
20938,car,O
20938,blew,O
20938,himself,O
20938,up,O
20938,next,O
20938,to,O
20938,a,O
20938,NATO,B-org
20938,convoy,O
20938,in,O
20938,southern,B-geo
20938,Afghanistan,I-geo
20938,on,O
20938,Friday,B-tim
20938,",",O
20938,but,O
20938,no,O
20938,troops,O
20938,were,O
20938,hurt,O
20938,.,O
20939,The,O
20939,blast,O
20939,occurred,O
20939,north,O
20939,of,O
20939,Tirin,B-geo
20939,Kot,I-geo
20939,",",O
20939,the,O
20939,capital,O
20939,of,O
20939,Uruzgan,B-geo
20939,province,O
20939,.,O
20940,Afghan,B-gpe
20940,police,O
20940,say,O
20940,the,O
20940,suicide,O
20940,bomber,O
20940,was,O
20940,trying,O
20940,to,O
20940,get,O
20940,close,O
20940,to,O
20940,the,O
20940,convoy,O
20940,but,O
20940,was,O
20940,more,O
20940,than,O
20940,30,O
20940,meters,O
20940,away,O
20940,when,O
20940,the,O
20940,explosion,O
20940,went,O
20940,off,O
20940,.,O
20942,Attacks,O
20942,from,O
20942,suspected,O
20942,Taleban,B-org
20942,militants,O
20942,against,O
20942,NATO,B-org
20942,",",O
20942,U.S.,B-geo
20942,and,O
20942,Afghan,B-gpe
20942,forces,O
20942,increased,O
20942,dramatically,O
20942,in,O
20942,Afghanistan,B-geo
20942,last,O
20942,year,O
20942,.,O
20943,U.S.,B-geo
20943,and,O
20943,Afghan,B-gpe
20943,officials,O
20943,have,O
20943,warned,O
20943,they,O
20943,expect,O
20943,an,O
20943,increase,O
20943,in,O
20943,Taleban,B-org
20943,attacks,O
20943,in,O
20943,the,O
20943,coming,O
20943,months,O
20943,.,O
20946,Officials,O
20946,say,O
20946,security,O
20946,forces,O
20946,clashed,O
20946,with,O
20946,the,O
20946,insurgents,O
20946,Thursday,B-tim
20946,in,O
20946,the,O
20946,Mohmand,B-geo
20946,tribal,O
20946,region,O
20946,",",O
20946,bordering,O
20946,Bajaur,B-geo
20946,",",O
20946,where,O
20946,Pakistani,B-gpe
20946,troops,O
20946,have,O
20946,been,O
20946,fighting,O
20946,Taliban,B-org
20946,and,O
20946,al-Qaida,B-org
20946,militants,O
20946,for,O
20946,months,O
20946,.,O
20947,Authorities,O
20947,say,O
20947,the,O
20947,security,O
20947,forces,O
20947,captured,O
20947,a,O
20947,suspected,O
20947,explosives,O
20947,expert,O
20947,and,O
20947,Pakistani,B-gpe
20947,Taliban,B-org
20947,commander,O
20947,",",O
20947,known,O
20947,as,O
20947,Imran,B-geo
20947,or,O
20947,Mansoor,B-geo
20947,",",O
20947,during,O
20947,the,O
20947,clash,O
20947,today,B-tim
20947,.,O
20948,They,O
20948,say,O
20948,the,O
20948,commander,O
20948,helped,O
20948,prepare,O
20948,suicide,O
20948,bomb,O
20948,materials,O
